AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area
315;837;RIVERGRASS DRIVE AND E KENT AV NORTH;"{""coordinates"": [-123.02842370328848, 49.20494746949152], ""type"": ""Point""}";Killarney
310;834;SAWMILL CRESCENT AND MARINE WAY;"{""coordinates"": [-123.03354944443987, 49.207016820109565], ""type"": ""Point""}";Killarney
313;837;E KENT AV NORTH AND RIVER DIST. CROSSING;"{""coordinates"": [-123.03114019457675, 49.205330544351], ""type"": ""Point""}";Killarney
312;845;NORTH ARM AV AND UNNAMED ST;"{""coordinates"": [-123.03384370448005, 49.20387035998742], ""type"": ""Point""}";Killarney
130;741;GRANVILLE ST AND W 38TH AV;"{""coordinates"": [-123.139492653669, 49.237119561403404], ""type"": ""Point""}";Shaughnessy
135;741;CARTIER ST AND W 38TH AV;"{""coordinates"": [-123.13709868215058, 49.237038546561344], ""type"": ""Point""}";Shaughnessy
130;739;W 37TH AV AND GRANVILLE ST;"{""coordinates"": [-123.13945956258023, 49.23805707714057], ""type"": ""Point""}";Shaughnessy
125;739;W 37TH AV AND CONNAUGHT DRIVE;"{""coordinates"": [-123.14205530899233, 49.2380948068359], ""type"": ""Point""}";Shaughnessy
146;739;SELKIRK ST AND W 37TH AV;"{""coordinates"": [-123.13240131136061, 49.23780925143965], ""type"": ""Point""}";Shaughnessy
159;741;W 38TH AV AND WILLOW ST;"{""coordinates"": [-123.12376694559255, 49.236600076323604], ""type"": ""Point""}";South Cambie
159;739;WILLOW ST AND W 37TH AV;"{""coordinates"": [-123.12373576200415, 49.23751283059023], ""type"": ""Point""}";South Cambie
077;640;LARCH ST AND W 4TH AV;"{""coordinates"": [-123.16224450226156, 49.268281011046206], ""type"": ""Point""}";Kitsilano
077;638;LARCH ST AND W 3RD AV;"{""coordinates"": [-123.16221140732151, 49.269163108933526], ""type"": ""Point""}";Kitsilano
077;636;LARCH ST AND W 2ND AV;"{""coordinates"": [-123.16217936941393, 49.27004511524003], ""type"": ""Point""}";Kitsilano
045;650;WATERLOO ST AND W BROADWAY;"{""coordinates"": [-123.17984630174192, 49.264269610068354], ""type"": ""Point""}";Kitsilano
045;648;W 8TH AV AND WATERLOO ST;"{""coordinates"": [-123.17981530425025, 49.26513501536265], ""type"": ""Point""}";Kitsilano
231;755;LANARK ST AND E 43RD AV;"{""coordinates"": [-123.0757250377129, 49.23062119664217], ""type"": ""Point""}";Victoria-Fraserview
233;755;DUMFRIES ST AND E 43RD AV;"{""coordinates"": [-123.07433454393487, 49.230604541018124], ""type"": ""Point""}";Victoria-Fraserview
243;755;COMMERCIAL ST AND E 43RD AV;"{""coordinates"": [-123.06880200580576, 49.23054242015242], ""type"": ""Point""}";Victoria-Fraserview
211;755;CHESTER ST AND E 43RD AV;"{""coordinates"": [-123.0892283372037, 49.230973578961205], ""type"": ""Point""}";Sunset
212;755;E 43RD AV AND PRINCE ALBERT ST;"{""coordinates"": [-123.08784701668296, 49.23095617037549], ""type"": ""Point""}";Sunset
224;755;SHERBROOKE ST AND E 43RD AV;"{""coordinates"": [-123.08125199495271, 49.23087098173911], ""type"": ""Point""}";Sunset
070;636;W 2ND AV AND MACDONALD ST;"{""coordinates"": [-123.16825099004748, 49.27015248959141], ""type"": ""Point""}";Kitsilano
230;755;KNIGHT ST AND E 43RD AV;"{""coordinates"": [-123.07710624075548, 49.23063367692711], ""type"": ""Point""}";Sunset
231;758;E 45TH AV AND LANARK ST;"{""coordinates"": [-123.07578361452921, 49.22899259379793], ""type"": ""Point""}";Victoria-Fraserview
282;726;MOSS ST AND HORLEY ST;"{""coordinates"": [-123.04576405139545, 49.239313408449064], ""type"": ""Point""}";Renfrew-Collingwood
282;726;MOSS ST AND HORLEY ST;"{""coordinates"": [-123.04552130914743, 49.23921533027957], ""type"": ""Point""}";Renfrew-Collingwood
282;770;KINGSWAY AND MOSS ST;"{""coordinates"": [-123.04762508406348, 49.237074207771954], ""type"": ""Point""}";Renfrew-Collingwood
284;770;KILLARNEY ST AND KINGSWAY;"{""coordinates"": [-123.0459142050552, 49.236422079419405], ""type"": ""Point""}";Renfrew-Collingwood
273;770;KINGSWAY AND CLARENDON ST;"{""coordinates"": [-123.05452340517233, 49.24023816727226], ""type"": ""Point""}";Renfrew-Collingwood
276;770;DUCHESS ST AND KINGSWAY;"{""coordinates"": [-123.05256626893141, 49.23933035708531], ""type"": ""Point""}";Renfrew-Collingwood
280;729;DUKE ST AND EARLES ST;"{""coordinates"": [-123.04812535239196, 49.23840195043141], ""type"": ""Point""}";Renfrew-Collingwood
281;770;EARLES ST AND KINGSWAY;"{""coordinates"": [-123.04884462165495, 49.237602592017225], ""type"": ""Point""}";Renfrew-Collingwood
278;733;E 34TH AV AND WALES ST;"{""coordinates"": [-123.05178310368741, 49.23887416624165], ""type"": ""Point""}";Renfrew-Collingwood
278;736;E 37TH AV AND WALES ST;"{""coordinates"": [-123.05175583923932, 49.23736701630946], ""type"": ""Point""}";Renfrew-Collingwood
254;735;GLADSTONE ST AND E 35TH AV;"{""coordinates"": [-123.06206944857917, 49.23802603631154], ""type"": ""Point""}";Kensington-Cedar Cottage
254;733;GLADSTONE ST AND E 34TH AV;"{""coordinates"": [-123.06206040321602, 49.238931214565106], ""type"": ""Point""}";Kensington-Cedar Cottage
253;730;E 33RD AV AND GLADSTONE ST;"{""coordinates"": [-123.06287933090508, 49.23980119636899], ""type"": ""Point""}";Kensington-Cedar Cottage
275;770;SLOCAN ST AND E 33RD AV;"{""coordinates"": [-123.05438642492503, 49.239752677711984], ""type"": ""Point""}";Renfrew-Collingwood
270;729;NANAIMO ST AND MANNERING AV;"{""coordinates"": [-123.05869123880767, 49.24064396926756], ""type"": ""Point""}";Kensington-Cedar Cottage
270;770;E 30TH AV AND NANAIMO ST;"{""coordinates"": [-123.05868486313364, 49.2408401227139], ""type"": ""Point""}";Kensington-Cedar Cottage
122;642;PINE ST AND W 5TH AV;"{""coordinates"": [-123.14326045391422, 49.26712036116455], ""type"": ""Point""}";Fairview
311;765;BUTLER ST AND E 47TH AV;"{""coordinates"": [-123.03365924979282, 49.22641206332751], ""type"": ""Point""}";Killarney
288;790;E 49TH AV AND LANCASTER ST;"{""coordinates"": [-123.04258858218746, 49.22474046803309], ""type"": ""Point""}";Killarney
287;790;E 49TH AV AND RUPERT ST;"{""coordinates"": [-123.04414592916777, 49.224738983848816], ""type"": ""Point""}";Killarney
311;790;E 49TH AV AND BUTLER ST;"{""coordinates"": [-123.03374146394411, 49.22467835522087], ""type"": ""Point""}";Killarney
280;566;N RENFREW ST AND YALE ST;"{""coordinates"": [-123.0440577609933, 49.290716613290414], ""type"": ""Point""}";Hastings-Sunrise
298;612;GRANT ST AND RUPERT ST;"{""coordinates"": [-123.03366775653681, 49.27134053009561], ""type"": ""Point""}";Hastings-Sunrise
300;616;RUPERT ST AND GRAVELEY ST;"{""coordinates"": [-123.03367872513007, 49.27040965939684], ""type"": ""Point""}";Hastings-Sunrise
300;604;CASSIAR ST AND NAPIER ST;"{""coordinates"": [-123.03054216600029, 49.27494477231222], ""type"": ""Point""}";Hastings-Sunrise
312;630;TRANS CANADA HIGHWAY AND E 1ST AV;"{""coordinates"": [-123.02792610402142, 49.26946687748988], ""type"": ""Point""}";Hastings-Sunrise
312;606;WILLIAM ST AND KOOTENAY ST;"{""coordinates"": [-123.02610152729733, 49.27411200694184], ""type"": ""Point""}";Hastings-Sunrise
309;616;KOOTENAY ST AND GRAVELEY ST;"{""coordinates"": [-123.02689122834889, 49.27032078487827], ""type"": ""Point""}";Hastings-Sunrise
312;631;E 2ND AV AND KOOTENAY ST;"{""coordinates"": [-123.02633646432213, 49.26846671516628], ""type"": ""Point""}";Hastings-Sunrise
289;616;GRAVELEY ST AND LILLOOET ST;"{""coordinates"": [-123.03894312165856, 49.270417467962986], ""type"": ""Point""}";Hastings-Sunrise
289;630;LILLOOET ST AND E 1ST AV;"{""coordinates"": [-123.03895709091056, 49.26947828403426], ""type"": ""Point""}";Hastings-Sunrise
289;631;LILLOOET ST AND E 2ND AV;"{""coordinates"": [-123.03897108226376, 49.26848055920509], ""type"": ""Point""}";Hastings-Sunrise
292;602;PARKER ST AND HAZELTON ST;"{""coordinates"": [-123.03760072067713, 49.27537433395685], ""type"": ""Point""}";Hastings-Sunrise
296;600;WINDERMERE ST AND VENABLES ST;"{""coordinates"": [-123.03632263034105, 49.276623067524454], ""type"": ""Point""}";Hastings-Sunrise
296;602;PARKER ST AND WINDERMERE ST;"{""coordinates"": [-123.03633970938746, 49.27537433264054], ""type"": ""Point""}";Hastings-Sunrise
296;604;NAPIER ST AND WINDERMERE ST;"{""coordinates"": [-123.03634619727677, 49.2749611817124], ""type"": ""Point""}";Hastings-Sunrise
296;606;WINDERMERE ST AND WILLIAM ST;"{""coordinates"": [-123.03635779868921, 49.27413584268344], ""type"": ""Point""}";Hastings-Sunrise
296;630;E 1ST AV AND WINDERMERE ST;"{""coordinates"": [-123.03642991887986, 49.26946946561236], ""type"": ""Point""}";Hastings-Sunrise
296;631;E 2ND AV AND WINDERMERE ST;"{""coordinates"": [-123.03644273723027, 49.26847096787503], ""type"": ""Point""}";Hastings-Sunrise
298;601;PARKER ST AND RUPERT ST;"{""coordinates"": [-123.03360708065618, 49.275795945503724], ""type"": ""Point""}";Hastings-Sunrise
259;631;LAKEWOOD DRIVE AND E 2ND AV;"{""coordinates"": [-123.06190452063223, 49.268635025352424], ""type"": ""Point""}";Grandview-Woodland
206;638;E 1ST AV AND CAROLINA ST;"{""coordinates"": [-123.09078872209199, 49.2678701839719], ""type"": ""Point""}";Strathcona
307;714;PAYNE ST AND MONMOUTH AV;"{""coordinates"": [-123.02830475144019, 49.240494458531174], ""type"": ""Point""}";Renfrew-Collingwood
306;715;WELLINGTON AV AND JOYCE ST;"{""coordinates"": [-123.03011596649569, 49.240061554391545], ""type"": ""Point""}";Renfrew-Collingwood
304;715;MCGEER ST AND WELLINGTON AV;"{""coordinates"": [-123.03199745623918, 49.240833703743306], ""type"": ""Point""}";Renfrew-Collingwood
316;717;HOY ST AND VANNESS AV;"{""coordinates"": [-123.0269148617266, 49.23640684844657], ""type"": ""Point""}";Renfrew-Collingwood
303;718;VANNESS AV AND MCHARDY ST;"{""coordinates"": [-123.03468240719982, 49.23943082273515], ""type"": ""Point""}";Renfrew-Collingwood
303;719;CLIVE AV AND MCHARDY ST;"{""coordinates"": [-123.03508972583451, 49.23900899378866], ""type"": ""Point""}";Renfrew-Collingwood
303;714;MONMOUTH AV AND MCHARDY ST;"{""coordinates"": [-123.03218252437095, 49.24208036541867], ""type"": ""Point""}";Renfrew-Collingwood
320;712;TANNER ST AND BOUNDARY ROAD;"{""coordinates"": [-123.02370144310366, 49.241512640326015], ""type"": ""Point""}";Renfrew-Collingwood
313;713;PRICE ST AND RUBY ST;"{""coordinates"": [-123.02550256953896, 49.24052005489958], ""type"": ""Point""}";Renfrew-Collingwood
313;810;CHAMPLAIN CRESCENT AND E 54TH AV;"{""coordinates"": [-123.03236650630303, 49.22009968926513], ""type"": ""Point""}";Killarney
314;809;WHITHORN COURT AND ARLINGTON ST;"{""coordinates"": [-123.03005736888043, 49.2201071136203], ""type"": ""Point""}";Killarney
319;809;RADISSON ST AND HURST AV;"{""coordinates"": [-123.02459253506873, 49.22015005443991], ""type"": ""Point""}";Killarney
300;810;KERR ST AND E 54TH AV;"{""coordinates"": [-123.04129065700712, 49.220180221214896], ""type"": ""Point""}";Killarney
285;810;E 54TH AV AND KILLARNEY ST;"{""coordinates"": [-123.0451402499088, 49.220190807707034], ""type"": ""Point""}";Killarney
287;810;E 54TH AV AND RUPERT ST;"{""coordinates"": [-123.04439022982943, 49.22018884054934], ""type"": ""Point""}";Killarney
288;810;LANCASTER ST AND E 54TH AV;"{""coordinates"": [-123.04283076866439, 49.220184508884955], ""type"": ""Point""}";Killarney
279;801;E 53RD AV AND VIVIAN ST;"{""coordinates"": [-123.0505121086483, 49.22107149648479], ""type"": ""Point""}";Victoria-Fraserview
276;799;E 52ND AV AND WALES ST;"{""coordinates"": [-123.05253122054255, 49.22192940135226], ""type"": ""Point""}";Victoria-Fraserview
279;799;VIVIAN ST AND E 52ND AV;"{""coordinates"": [-123.0504702698533, 49.22188564069324], ""type"": ""Point""}";Victoria-Fraserview
284;798;KILLARNEY ST AND E 52ND AV;"{""coordinates"": [-123.04584925118805, 49.22173700443376], ""type"": ""Point""}";Killarney
124;755;W 43RD AV AND ADERA ST;"{""coordinates"": [-123.14338136413362, 49.23253175507663], ""type"": ""Point""}";Kerrisdale
133;755;CARTIER ST AND W 43RD AV;"{""coordinates"": [-123.13805266805514, 49.23242579627671], ""type"": ""Point""}";Oakridge
130;750;W 41ST AV AND GRANVILLE ST;"{""coordinates"": [-123.13958801560999, 49.234330369619734], ""type"": ""Point""}";Shaughnessy
144;755;W 43RD AV AND HUDSON ST;"{""coordinates"": [-123.13489248057434, 49.23232718157521], ""type"": ""Point""}";Oakridge
145;755;W 43RD AV AND SELKIRK ST;"{""coordinates"": [-123.13340674512644, 49.232275861864586], ""type"": ""Point""}";Oakridge
147;750;MONTGOMERY ST AND W 41ST AV;"{""coordinates"": [-123.13183927814039, 49.23408047235621], ""type"": ""Point""}";Shaughnessy
219;607;RAYMUR AV AND MALKIN AV;"{""coordinates"": [-123.08275498434138, 49.27324373056294], ""type"": ""Point""}";Strathcona
228;601;PARKER ST AND VERNON DRIVE;"{""coordinates"": [-123.07861672248578, 49.27586773706915], ""type"": ""Point""}";Strathcona
307;768;COLERIDGE AV AND DOMAN ST;"{""coordinates"": [-123.03655594479437, 49.22619919163142], ""type"": ""Point""}";Killarney
308;765;E 47TH AV AND BROOKS ST;"{""coordinates"": [-123.03510223416595, 49.226417714660116], ""type"": ""Point""}";Killarney
307;772;E 48TH AV AND DOMAN ST;"{""coordinates"": [-123.03659070565207, 49.22545452576005], ""type"": ""Point""}";Killarney
283;796;E 51ST AV AND RALEIGH ST;"{""coordinates"": [-123.04732602756357, 49.22311534754187], ""type"": ""Point""}";Killarney
279;796;E 51ST AV AND VIVIAN ST;"{""coordinates"": [-123.05042848413265, 49.222699299003374], ""type"": ""Point""}";Victoria-Fraserview
276;796;E 51ST AV AND WALES ST;"{""coordinates"": [-123.05248955395675, 49.222745830894034], ""type"": ""Point""}";Victoria-Fraserview
307;759;E 46TH AV AND DOMAN ST;"{""coordinates"": [-123.03645112684148, 49.2284420401071], ""type"": ""Point""}";Killarney
302;761;KERR ST AND E 47TH AV;"{""coordinates"": [-123.0408883492989, 49.22772255313386], ""type"": ""Point""}";Killarney
304;759;MCKINNON ST AND E 46TH AV;"{""coordinates"": [-123.0386642875264, 49.22845165611488], ""type"": ""Point""}";Killarney
210;769;E 48TH AV AND FRASER ST;"{""coordinates"": [-123.09074089031972, 49.226514664777696], ""type"": ""Point""}";Sunset
206;790;FREDERICK ST AND E 49TH AV;"{""coordinates"": [-123.09197018958048, 49.22549044531543], ""type"": ""Point""}";Sunset
201;791;ST. GEORGE ST AND E 50TH AV;"{""coordinates"": [-123.09410423682274, 49.224562771884024], ""type"": ""Point""}";Sunset
266;790;E 49TH AV AND CLARENDON ST;"{""coordinates"": [-123.05620650584126, 49.224826396416766], ""type"": ""Point""}";Victoria-Fraserview
266;765;WAVERLEY AV AND CLARENDON ST;"{""coordinates"": [-123.05602629079577, 49.2268677431132], ""type"": ""Point""}";Victoria-Fraserview
266;772;CLARENDON ST AND E 48TH AV;"{""coordinates"": [-123.05606917962041, 49.22575983876334], ""type"": ""Point""}";Victoria-Fraserview
283;790;E 49TH AV AND RALEIGH ST;"{""coordinates"": [-123.047242262821, 49.22475261923479], ""type"": ""Point""}";Killarney
282;771;RALEIGH ST AND E 48TH AV;"{""coordinates"": [-123.04771290815931, 49.22589415868823], ""type"": ""Point""}";Killarney
282;768;RALEIGH ST AND COLERIDGE AV;"{""coordinates"": [-123.04767048210032, 49.22673517028383], ""type"": ""Point""}";Killarney
267;665;E 11TH AV AND GARDEN DRIVE;"{""coordinates"": [-123.05819336510127, 49.26037801744338], ""type"": ""Point""}";Kensington-Cedar Cottage
267;667;GARDEN DRIVE AND E 12TH AV;"{""coordinates"": [-123.05821067720895, 49.2594739990976], ""type"": ""Point""}";Kensington-Cedar Cottage
270;686;E 15TH AV AND NANAIMO ST;"{""coordinates"": [-123.05661355216591, 49.25674980090375], ""type"": ""Point""}";Kensington-Cedar Cottage
267;685;GARDEN DRIVE AND E 15TH AV;"{""coordinates"": [-123.05826282935834, 49.25676164624018], ""type"": ""Point""}";Kensington-Cedar Cottage
270;686;E 15TH AV AND NANAIMO ST;"{""coordinates"": [-123.05661404493571, 49.256459704968506], ""type"": ""Point""}";Kensington-Cedar Cottage
267;691;E 17TH AV AND GARDEN DRIVE;"{""coordinates"": [-123.05827046636428, 49.25510055874198], ""type"": ""Point""}";Kensington-Cedar Cottage
270;691;E 17TH AV AND NANAIMO ST;"{""coordinates"": [-123.05661627886417, 49.25509662272084], ""type"": ""Point""}";Kensington-Cedar Cottage
269;695;COPLEY ST AND E 19TH AV;"{""coordinates"": [-123.05731710605146, 49.25170179584139], ""type"": ""Point""}";Kensington-Cedar Cottage
270;694;NANAIMO ST AND E 20TH AV;"{""coordinates"": [-123.05662787785553, 49.25235806733993], ""type"": ""Point""}";Kensington-Cedar Cottage
270;700;NANAIMO ST AND E 22ND AV;"{""coordinates"": [-123.05663419236893, 49.2506345614688], ""type"": ""Point""}";Kensington-Cedar Cottage
267;655;E 10TH AV AND GARDEN DRIVE;"{""coordinates"": [-123.05817606593983, 49.261281882719246], ""type"": ""Point""}";Kensington-Cedar Cottage
197;770;E 12TH AV AND KINGSWAY;"{""coordinates"": [-123.09655846321846, 49.259850976382346], ""type"": ""Point""}";Mount Pleasant
201;670;ST. GEORGE ST AND E 12TH AV;"{""coordinates"": [-123.09303433350692, 49.25974785028122], ""type"": ""Point""}";Mount Pleasant
267;650;GARDEN DRIVE AND E BROADWAY;"{""coordinates"": [-123.05815785923447, 49.262232694290255], ""type"": ""Point""}";Grandview-Woodland
157;636;GREENCHAIN AND SAWCUT;"{""coordinates"": [-123.1220885419169, 49.26738586958049], ""type"": ""Point""}";Fairview
161;638;MILLYARD AND SAWYER'S LANE;"{""coordinates"": [-123.1207003167086, 49.266717455471905], ""type"": ""Point""}";Fairview
163;633;LEG-IN-BOOT SQUARE AND MARKET HILL;"{""coordinates"": [-123.11940195518031, 49.26736513668838], ""type"": ""Point""}";Fairview
149;636;IRONWORK PASSAGE AND SCANTLINGS;"{""coordinates"": [-123.12776986843069, 49.26745217407741], ""type"": ""Point""}";Fairview
157;638;SAWYER'S LANE AND GREENCHAIN;"{""coordinates"": [-123.12277111415015, 49.26662825409553], ""type"": ""Point""}";Fairview
186;646;QUEBEC ST AND E 7TH AV;"{""coordinates"": [-123.1028919603926, 49.26463849834874], ""type"": ""Point""}";Mount Pleasant
186;648;QUEBEC ST AND E 8TH AV;"{""coordinates"": [-123.10292918325379, 49.26373397035314], ""type"": ""Point""}";Mount Pleasant
190;648;E 8TH AV AND MAIN ST;"{""coordinates"": [-123.10092622496659, 49.26369810138118], ""type"": ""Point""}";Mount Pleasant
179;646;COLUMBIA ST AND W 7TH AV;"{""coordinates"": [-123.1094432083651, 49.26475593777862], ""type"": ""Point""}";Mount Pleasant
184;641;ONTARIO ST AND E 3RD AV;"{""coordinates"": [-123.10467637863758, 49.26828984681553], ""type"": ""Point""}";Mount Pleasant
153;639;CHARLESON AND LAUREL ST;"{""coordinates"": [-123.1240860422655, 49.266210065712116], ""type"": ""Point""}";Fairview
164;632;STAMP'S LANDING AND WALKWAY;"{""coordinates"": [-123.11825992015036, 49.26868056385658], ""type"": ""Point""}";Fairview
153;646;LAUREL ST AND W 7TH AV;"{""coordinates"": [-123.1241262003323, 49.26511730323537], ""type"": ""Point""}";Fairview
314;688;MALTA AV AND HAIDA DRIVE;"{""coordinates"": [-123.02757464416591, 49.25452584314425], ""type"": ""Point""}";Renfrew-Collingwood
312;684;DIEPPE DRIVE AND DIEPPE PLACE;"{""coordinates"": [-123.02632527190954, 49.256213457330915], ""type"": ""Point""}";Renfrew-Collingwood
308;684;DIEPPE DRIVE AND DIEPPE PLACE;"{""coordinates"": [-123.0266944731591, 49.25645620744786], ""type"": ""Point""}";Renfrew-Collingwood
307;684;FALAISE AV AND DIEPPE DRIVE;"{""coordinates"": [-123.02736058652627, 49.25689325503908], ""type"": ""Point""}";Renfrew-Collingwood
313;700;E 22ND AV AND GLENDALE ST;"{""coordinates"": [-123.02535772022772, 49.25064772859155], ""type"": ""Point""}";Renfrew-Collingwood
282;648;NOOTKA ST AND E 8TH AV;"{""coordinates"": [-123.04156009064855, 49.2629438125251], ""type"": ""Point""}";Hastings-Sunrise
090;830;ANGUS DRIVE AND SW MARINE DRIVE;"{""coordinates"": [-123.14823951006238, 49.20901827963424], ""type"": ""Point""}";Marpole
121;829;WILTSHIRE ST AND W 69TH AV;"{""coordinates"": [-123.14637208181337, 49.20956295139245], ""type"": ""Point""}";Marpole
292;684;LILLOOET ST AND E 14TH AV;"{""coordinates"": [-123.03903669195569, 49.25720720617767], ""type"": ""Point""}";Renfrew-Collingwood
285;668;NOOTKA ST AND HEBB AV;"{""coordinates"": [-123.04015455862309, 49.25964224078058], ""type"": ""Point""}";Renfrew-Collingwood
282;694;E 19TH AV AND NOOTKA ST;"{""coordinates"": [-123.04159528037732, 49.25316899901657], ""type"": ""Point""}";Renfrew-Collingwood
282;700;NOOTKA ST AND E 22ND AV;"{""coordinates"": [-123.04159903898329, 49.2506099198587], ""type"": ""Point""}";Renfrew-Collingwood
300;650;RUPERT ST AND E BROADWAY;"{""coordinates"": [-123.03375756434897, 49.261891343945166], ""type"": ""Point""}";Hastings-Sunrise
196;755;SOPHIA ST AND E 43RD AV;"{""coordinates"": [-123.09867745709926, 49.23112455233241], ""type"": ""Point""}";Sunset
195;755;E 43RD AV AND SOPHIA ST;"{""coordinates"": [-123.09945292855387, 49.23113836069202], ""type"": ""Point""}";Sunset
195;765;E 47TH AV AND SOPHIA ST;"{""coordinates"": [-123.09945205353411, 49.22752051311684], ""type"": ""Point""}";Sunset
226;790;E 49TH AV AND INVERNESS ST;"{""coordinates"": [-123.08005098874341, 49.225329048613744], ""type"": ""Point""}";Sunset
211;790;CHESTER ST AND E 49TH AV;"{""coordinates"": [-123.08939470492473, 49.22545568546275], ""type"": ""Point""}";Sunset
212;790;PRINCE ALBERT ST AND E 49TH AV;"{""coordinates"": [-123.08798410900727, 49.225439893342994], ""type"": ""Point""}";Sunset
216;793;WINDSOR ST AND E 51ST AV;"{""coordinates"": [-123.08529958553163, 49.22350044048472], ""type"": ""Point""}";Sunset
198;655;E 10TH AV AND GUELPH ST;"{""coordinates"": [-123.09493858848619, 49.26156965731618], ""type"": ""Point""}";Mount Pleasant
198;650;E BROADWAY AND GUELPH ST;"{""coordinates"": [-123.09492249142308, 49.26252126459748], ""type"": ""Point""}";Mount Pleasant
195;650;BRUNSWICK ST AND E BROADWAY;"{""coordinates"": [-123.09702775705814, 49.26279120706152], ""type"": ""Point""}";Mount Pleasant
194;650;SCOTIA ST AND E BROADWAY;"{""coordinates"": [-123.09895801681458, 49.26283780225406], ""type"": ""Point""}";Mount Pleasant
192;770;E BROADWAY AND KINGSWAY;"{""coordinates"": [-123.09951399377529, 49.2628592640424], ""type"": ""Point""}";Mount Pleasant
191;650;WATSON ST AND E BROADWAY;"{""coordinates"": [-123.10024361376585, 49.26288531310592], ""type"": ""Point""}";Mount Pleasant
193;770;KINGSWAY AND E 10TH AV;"{""coordinates"": [-123.09863878819723, 49.261968427555416], ""type"": ""Point""}";Mount Pleasant
197;655;E 10TH AV AND PRINCE EDWARD ST;"{""coordinates"": [-123.09609005461785, 49.26157824034206], ""type"": ""Point""}";Mount Pleasant
165;690;ASH ST AND W 16TH AV;"{""coordinates"": [-123.11813033925766, 49.2569701232988], ""type"": ""Point""}";Fairview
165;691;W 17TH AV AND ASH ST;"{""coordinates"": [-123.118167169302, 49.25606606626618], ""type"": ""Point""}";South Cambie
172;691;YUKON ST AND W 17TH AV;"{""coordinates"": [-123.11253254172817, 49.25580678263595], ""type"": ""Point""}";Riley Park
170;693;CAMBIE ST AND W 18TH AV;"{""coordinates"": [-123.11515613345091, 49.254899476289744], ""type"": ""Point""}";South Cambie
170;694;CAMBIE ST AND W 19TH AV;"{""coordinates"": [-123.11519444493457, 49.25399517554524], ""type"": ""Point""}";South Cambie
170;702;CAMBIE ST AND W 21ST AV;"{""coordinates"": [-123.11527277105037, 49.25213488533229], ""type"": ""Point""}";South Cambie
168;706;W 23RD AV AND TUPPER ST;"{""coordinates"": [-123.11619565892856, 49.25060643661152], ""type"": ""Point""}";South Cambie
187;697;QUEBEC ST AND E 20TH AV;"{""coordinates"": [-123.10286676955951, 49.252737277577694], ""type"": ""Point""}";Riley Park
184;697;ONTARIO ST AND E 20TH AV;"{""coordinates"": [-123.10481312021513, 49.25275198948984], ""type"": ""Point""}";Riley Park
182;697;MANITOBA ST AND W 20TH AV;"{""coordinates"": [-123.1072769818372, 49.25279872496812], ""type"": ""Point""}";Riley Park
182;641;W 3RD AV AND MANITOBA ST;"{""coordinates"": [-123.10661152011988, 49.26832371645218], ""type"": ""Point""}";Mount Pleasant
179;640;W 2ND AV AND COLUMBIA ST;"{""coordinates"": [-123.10941867795283, 49.269295559989494], ""type"": ""Point""}";Mount Pleasant
172;640;W 2ND AV AND CROWE ST;"{""coordinates"": [-123.1115105534789, 49.268267432852646], ""type"": ""Point""}";Mount Pleasant
179;638;COLUMBIA ST AND W 1ST AV;"{""coordinates"": [-123.10941085493423, 49.27027706926314], ""type"": ""Point""}";Mount Pleasant
172;638;W 1ST AV AND CROWE ST;"{""coordinates"": [-123.11238183121476, 49.26902680889656], ""type"": ""Point""}";Mount Pleasant
171;646;YUKON ST AND W 7TH AV;"{""coordinates"": [-123.11282756670646, 49.264820686224084], ""type"": ""Point""}";Mount Pleasant
170;646;CAMBIE ST AND W 7TH AV;"{""coordinates"": [-123.1147566913882, 49.26496547110409], ""type"": ""Point""}";Fairview
159;646;W 7TH AV AND WILLOW ST;"{""coordinates"": [-123.12175680492972, 49.26507922002684], ""type"": ""Point""}";Fairview
182;650;MANITOBA ST AND W BROADWAY;"{""coordinates"": [-123.1068300103413, 49.26305141731784], ""type"": ""Point""}";Mount Pleasant
179;650;W BROADWAY AND COLUMBIA ST;"{""coordinates"": [-123.10945311381363, 49.26311325093296], ""type"": ""Point""}";Mount Pleasant
171;650;YUKON ST AND W BROADWAY;"{""coordinates"": [-123.11289971408726, 49.26318203109567], ""type"": ""Point""}";Mount Pleasant
191;635;MAIN ST AND INDUSTRIAL AV;"{""coordinates"": [-123.10064136605199, 49.27047593644427], ""type"": ""Point""}";Mount Pleasant
190;640;MAIN ST AND E 2ND AV;"{""coordinates"": [-123.10069690680474, 49.26916798655186], ""type"": ""Point""}";Mount Pleasant
190;641;E 3RD AV AND MAIN ST;"{""coordinates"": [-123.10073709126944, 49.268218193564955], ""type"": ""Point""}";Mount Pleasant
171;733;W 33RD AV AND KERSLAND DRIVE;"{""coordinates"": [-123.11694987606661, 49.24103669828704], ""type"": ""Point""}";Riley Park
119;571;CANADA PLACE AND THURLOW ST;"{""coordinates"": [-123.11823794977823, 49.28884867672941], ""type"": ""Point""}";Downtown
275;770;KINGSWAY AND SLOCAN ST;"{""coordinates"": [-123.05408302632674, 49.24003412832964], ""type"": ""Point""}";Renfrew-Collingwood
090;690;W 16TH AV AND ARBUTUS ST;"{""coordinates"": [-123.15289257946213, 49.25727689033213], ""type"": ""Point""}";Kitsilano
